id,ans
427,5
428,2
429,2
430,0
431,3
432,2
433,3
434,3
435,3
436,3
437,3
438,3
439,3
440,3
441,3
442,3
443,0
444,2
445,5
446,1
447,1
448,5
449,1
450,3
451,3
452,3
453,3
454,5
455,3
456,1
457,2
458,1
459,5
460,2
461,2
462,3
463,0
464,2
465,0
466,3
467,1
468,0
469,5
470,4
471,0
472,3
473,0
474,3
475,4
476,2
477,0
478,0
479,4
480,2
481,3
482,1
483,3
484,5
485,5
486,2
487,1
488,0
489,5
490,4
491,0
492,1
493,0
494,5
495,4
496,5
497,4
498,0
499,5
500,4
501,5
502,5
503,2
504,3
505,2
506,4
507,4
508,0
509,1
510,5
511,1
512,5
513,3
514,4
515,2
516,1
517,2
518,4
519,5
520,4
521,3
522,0
523,0
524,4
525,1
526,5
527,5
528,0
529,4
530,5
531,4
532,2
533,2
534,5
535,3
536,5
537,2
538,5
539,2
540,5
541,1
542,3
543,4
544,5
545,2
546,2
547,4
548,3
549,1
550,4
551,3
552,3
553,3
554,1
555,0
556,3
557,1
558,2
559,1
560,0
561,3
562,4
563,5
564,0
565,0
566,1
567,0
568,0
569,5
570,2
571,2
572,2
573,1
574,5
575,0
576,3
577,3
578,1
579,4
580,0
581,4
582,4
583,5
584,0
585,5
586,5
587,3
588,5
589,4
590,1
591,2
592,3
593,4
594,0
595,0
596,5
597,3
598,1
599,3
600,3
601,5
602,2
603,5
604,1
605,2
606,2
607,1
608,4
609,1
610,5
611,1
612,4
613,4
614,4
615,5
616,4
617,1
618,4
619,5
620,2
621,4
622,0
623,2
624,3
625,3
626,3
627,5
628,1
629,0
630,5
631,3
632,5
633,5
634,1
635,5
636,3
637,0
638,1
639,3
640,2
641,5
642,2
643,3
644,5
645,2
646,0
647,1
648,3
649,5
650,2
651,4
652,0
653,5
654,0
655,0
656,5
657,0
658,1
659,0
660,3
661,0
662,5
663,5
664,3
665,3
666,3
667,1
668,4
669,4
670,0
671,4
672,2
673,4
674,0
675,4
676,1
677,2
678,5
679,4
680,5
681,2
682,1
683,3
684,3
685,2
686,0
687,0
688,5
689,4
690,0
691,4
692,5
693,1
694,5
695,1
696,3
697,4
698,0
699,3
700,2
701,3
702,4
703,0
704,0
705,3
706,4
707,3
708,0
709,4
710,4
711,2
712,0
713,5
714,2
715,1
716,0
717,1
718,5
719,0
720,4
721,5
722,1
723,0
724,0
725,5
726,2
727,5
728,3
729,3
730,0
731,2
732,4
733,5
734,4
735,3
736,1
737,5
738,5
739,4
740,5
741,0
742,2
743,3
744,5
745,2
746,4
747,0
748,2
749,4
750,5
751,0
752,4
753,0
754,0
755,3
756,3
757,2
758,3
759,2
760,5
761,4
762,2
763,5
764,0
765,5
766,0
767,5
768,3
769,0
770,3
771,3
772,0
773,4
774,3
775,5
776,1
777,0
778,5
779,5
780,2
781,5
782,5
783,5
784,0
785,0
786,4
787,5
788,3
789,5
790,0
791,0
792,1
793,5
794,5
795,1
796,0
797,1
798,2
799,4
800,2
801,3
802,1
803,1
804,1
805,0
806,2
807,3
808,0
809,0
810,1
811,4
812,3
813,0
814,2
815,4
816,3
817,2
818,5
819,4
820,2
821,0
822,1
823,0
824,3
825,1
826,5
827,2
828,1
829,5
830,1
831,0
832,3
833,4
834,5
835,5
836,3
837,2
838,0
839,0
840,2
841,4
842,3
843,3
844,3
845,0
846,5
847,5
848,3
849,1
850,5
851,1
852,2
853,5
854,3
855,0
856,4
857,4
858,0
859,4
860,3
861,1
862,4
863,2
864,3
865,0
866,2
867,5
868,3
869,5
870,1
871,2
872,2
873,4
874,4
875,3
876,2
877,3
878,2
879,0
880,5
881,5
882,5
883,3
884,5
885,1
886,2
887,1
888,5
889,5
890,4
891,3
892,0
893,1
894,1
895,4
896,1
897,0
898,5
899,2
900,1
901,3
902,0
903,1
904,5
905,5
906,5
907,4
908,3
909,5
910,5
911,5
912,4
913,1
914,1
915,3
916,4
917,2
918,1
919,1
920,5
921,2
922,1
923,3
924,3
925,5
926,5
927,4
928,3
929,2
930,3
931,2
932,3
933,4
934,2
935,0
936,3
937,2
938,2
939,3
940,0
941,4
942,1
943,0
944,2
945,2
946,5
947,0
948,4
949,0
950,1
951,4
952,4
953,1
954,1
955,1
956,1
957,1
958,1
959,1
960,1
961,5
962,4
963,4
964,3
965,3
966,0
967,4
968,0
969,1
970,0
971,3
972,3
973,3
974,3
975,3
976,4
977,4
978,5
979,4
980,1
981,3
982,0
983,3
984,0
985,2
986,1
987,0
988,3
989,3
990,5
991,0
992,4
993,3
994,2
995,4
996,1
997,0
998,2
999,0
1000,3
1001,0
1002,2
1003,0
1004,0
1005,4
1006,4
1007,0
1008,0
1009,2
1010,5
1011,0
1012,1
1013,0
1014,0
1015,4
1016,3
1017,0
1018,0
1019,1
1020,0
1021,0
1022,1
1023,4
1024,2
1025,2
1026,2
1027,4
1028,0
1029,5
1030,3
1031,0
1032,0
1033,4
1034,3
1035,0
1036,4
1037,0
1038,1
1039,1
1040,5
1041,1
1042,0
1043,5
1044,5
1045,2
1046,4
1047,0
1048,3
1049,2
1050,5
1051,3
1052,1
1053,2
1054,4
1055,1
1056,5
1057,3
1058,2
1059,2
1060,3
1061,0
1062,2
1063,4
1064,0
1065,4
1066,0
1067,2
1068,1
1069,0
1070,2
1071,2
1072,5
1073,5
1074,4
1075,0
1076,5
1077,5
1078,3
1079,5
1080,3
1081,1
1082,0
1083,3
1084,0
1085,0
1086,4
1087,3
1088,4
1089,4
1090,4
1091,0
1092,0
1093,3
1094,4
1095,1
1096,2
1097,5
1098,0
1099,2
1100,2
1101,2
1102,3
1103,0
1104,1
1105,5
1106,2
1107,0
1108,5
1109,3
1110,3
1111,4
1112,4
1113,4
1114,1
1115,1
1116,3
1117,3
1118,1
1119,1
1120,2
1121,3
1122,4
1123,1
1124,3
1125,4
1126,2
1127,1
1128,1
1129,4
1130,0
1131,0
1132,0
1133,0
1134,2
1135,0
1136,3
1137,0
1138,5
1139,3
1140,3
1141,5
1142,2
1143,3
1144,5
1145,2
1146,4
1147,4
1148,1
1149,3
1150,1
1151,5
1152,4
1153,4
1154,5
1155,5
1156,4
1157,4
1158,5
1159,1
1160,4
1161,4
1162,1
1163,1
1164,2
1165,4
1166,5
1167,4
1168,3
1169,2
1170,1
1171,0
1172,5
1173,5
1174,0
1175,5
1176,0
1177,5
1178,3
1179,0
1180,5
1181,5
1182,3
1183,1
1184,0
1185,3
1186,2
1187,4
1188,4
1189,3
1190,1
1191,3
1192,0
1193,3
1194,2
1195,0
1196,5
1197,1
1198,3
1199,1
1200,3
1201,4
1202,0
1203,5
1204,3
1205,4
1206,3
1207,5
1208,4
1209,4
1210,4
1211,0
1212,1
1213,1
1214,2
1215,1
1216,3
1217,5
1218,3
1219,2
1220,5
1221,0
1222,1
1223,3
1224,5
1225,3
1226,3
1227,3
1228,1
1229,5
1230,0
1231,4
1232,5
1233,4
1234,1
1235,4
1236,3
1237,3
1238,5
1239,0
1240,4
1241,0
1242,5
1243,3
1244,2
1245,0
1246,0
1247,4
1248,1
1249,1
1250,1
1251,2
1252,3
1253,3
1254,5
1255,5
1256,5
1257,0
1258,2
1259,0
1260,1
1261,0
1262,3
1263,5
1264,2
1265,4
1266,2
1267,1
1268,0
1269,1
1270,1
1271,4
1272,3
1273,4
1274,1
1275,5
1276,0
1277,2
1278,3
1279,2
1280,0
1281,1
1282,3
1283,2
1284,4
1285,1
1286,4
1287,1
1288,4
1289,0
1290,4
1291,2
1292,1
1293,2
1294,4
1295,4
1296,1
1297,4
1298,1
1299,1
1300,1
1301,1
1302,0
1303,3
1304,0
1305,0
1306,2
1307,5
1308,1
1309,4
1310,1
1311,4
1312,3
1313,0
1314,2
1315,1
1316,1
1317,2
1318,5
1319,3
1320,1
1321,3
1322,5
1323,1
1324,1
1325,2
1326,1
1327,4
1328,5
1329,4
1330,2
1331,4
1332,0
1333,3
1334,4
1335,4
1336,2
1337,1
1338,0
1339,3
1340,2
1341,3
1342,1
1343,0
1344,5
1345,1
1346,0
1347,0
1348,4
1349,0
1350,2
1351,3
1352,5
1353,1
1354,5
1355,2
1356,5
1357,5
1358,0
1359,0
1360,3
1361,4
1362,2
1363,0
1364,1
1365,0
1366,0
1367,2
1368,0
1369,1
1370,2
1371,1
1372,3
1373,5
1374,1
1375,1
1376,5
1377,3
1378,1
1379,4
1380,2
1381,5
1382,1
1383,3
1384,1
1385,2
1386,2
1387,1
1388,0
1389,5
1390,1
1391,1
1392,4
1393,3
1394,0
1395,1
1396,1
1397,5
1398,1
1399,2
1400,1
1401,4
1402,1
1403,2
1404,2
1405,4
1406,0
1407,2
1408,1
1409,4
1410,4
1411,0
1412,2
1413,3
1414,1
1415,0
1416,0
1417,4
1418,2
1419,1
1420,3
1421,4
1422,4
1423,0
1424,1
1425,0
1426,2
1427,2
1428,5
1429,4
1430,1
1431,4
1432,5
1433,5
1434,0
1435,3
1436,5
1437,4
1438,3
1439,4
1440,0
1441,1
1442,1
1443,2
1444,4
1445,4
1446,5
1447,0
1448,0
1449,2
1450,1
1451,1
1452,4
1453,5
1454,2
1455,3
1456,2
1457,4
1458,0
1459,1
1460,5
1461,0
1462,0
1463,3
1464,5
1465,5
1466,4
1467,1
1468,3
1469,4
1470,5
1471,4
1472,2
1473,3
1474,2
1475,2
1476,2
1477,4
1478,0
1479,4
1480,2
1481,1
1482,2
1483,5
1484,5
1485,1
1486,5
1487,0
1488,0
1489,0
1490,0
1491,3
1492,0
1493,4
1494,3
1495,2
1496,1
1497,3
1498,5
1499,2
1500,4
1501,3
1502,2
1503,0
1504,0
1505,2
1506,5
1507,0
1508,2
1509,1
1510,5
1511,0
1512,4
1513,4
1514,1
1515,1
1516,4
1517,2
1518,2
1519,0
1520,2
1521,1
1522,2
1523,2
1524,3
1525,4
1526,1
1527,0
1528,5
1529,3
1530,2
1531,0
1532,4
1533,2
1534,3
1535,3
1536,2
1537,2
1538,0
1539,3
1540,4
1541,1
1542,0
1543,5
1544,4
1545,3
1546,2
1547,3
1548,4
1549,1
1550,2
1551,3
1552,1
1553,3
1554,1
1555,1
1556,1
1557,0
1558,2
1559,2
1560,0
1561,0
1562,3
1563,4
1564,4
1565,3
1566,5
1567,3
1568,1
1569,5
1570,0
1571,3
1572,3
1573,5
1574,4
1575,0
1576,3
1577,1
1578,4
1579,1
1580,3
1581,5
1582,1
1583,5
1584,1
1585,3
1586,4
1587,4
1588,5
1589,0
1590,1
1591,1
1592,0
1593,5
1594,5
1595,3
1596,5
1597,4
1598,3
1599,2
1600,1
1601,3
1602,1
1603,4
1604,4
1605,4
1606,3
1607,2
1608,4
1609,2
1610,0
1611,2
1612,2
1613,2
1614,4
1615,2
1616,4
1617,3
1618,3
1619,2
1620,1
1621,5
1622,3
1623,3
1624,3
1625,3
1626,2
1627,2
1628,0
1629,2
1630,3
1631,5
1632,4
1633,3
1634,4
1635,2
1636,4
1637,3
1638,0
1639,3
1640,2
1641,4
1642,5
1643,3
1644,1
1645,4
1646,1
1647,2
1648,2
1649,2
1650,4
1651,2
1652,5
1653,3
1654,3
1655,4
1656,4
1657,3
1658,4
1659,0
1660,4
1661,1
1662,0
1663,4
1664,4
1665,5
1666,1
1667,3
1668,0
1669,1
1670,0
1671,2
1672,0
1673,1
1674,2
1675,3
1676,4
1677,0
1678,3
1679,0
1680,1
1681,0
1682,4
1683,1
1684,4
1685,4
1686,1
1687,2
1688,1
1689,1
1690,1
1691,5
1692,0
1693,4
1694,5
1695,4
1696,3
1697,4
1698,2
1699,2
1700,0
1701,3
1702,3
1703,0
1704,4
1705,0
1706,0
1707,1
1708,2
1709,4
1710,0
1711,2
1712,2
1713,4
1714,2
1715,3
1716,1
1717,4
1718,0
1719,2
1720,0
1721,3
1722,2
1723,4
1724,1
1725,5
1726,1
1727,1
1728,2
1729,3
1730,4
1731,0
1732,4
1733,5
1734,3
1735,4
1736,5
1737,0
1738,0
1739,2
1740,3
1741,1
1742,0
1743,0
1744,4
1745,1
1746,1
1747,5
1748,1
1749,5
1750,1
1751,3
1752,5
1753,1
1754,2
1755,2
1756,2
1757,5
1758,2
1759,4
1760,2
1761,2
1762,1
1763,1
1764,5
1765,3
1766,3
1767,0
1768,1
1769,4
1770,0
1771,2
1772,2
1773,4
1774,1
1775,0
1776,3
1777,1
1778,3
1779,0
1780,0
1781,5
1782,1
1783,1
1784,3
1785,1
1786,5
1787,4
1788,5
1789,1
1790,1
1791,5
1792,3
1793,2
1794,5
1795,1
1796,1
1797,1
1798,3
1799,4
1800,4
1801,1
1802,4
1803,0
1804,3
1805,3
1806,3
1807,5
1808,4
1809,5
1810,3
1811,0
1812,1
1813,0
1814,1
1815,0
1816,0
1817,4
1818,0
1819,0
1820,3
1821,4
1822,2
1823,5
1824,3
1825,1
1826,2
1827,3
1828,4
1829,1
1830,0
1831,1
1832,0
1833,2
1834,0
1835,1
1836,5
1837,0
1838,5
1839,1
1840,3
1841,1
1842,2
1843,0
1844,0
1845,1
1846,1
1847,4
1848,1
1849,2
1850,3
1851,1
1852,3
1853,4
1854,0
1855,5
1856,1
1857,0
1858,0
1859,2
1860,3
1861,2
1862,2
1863,0
1864,4
1865,0
1866,4
1867,3
1868,0
1869,3
1870,0
1871,2
1872,0
1873,1
1874,2
1875,1
1876,0
1877,4
1878,3
1879,1
1880,1
1881,1
1882,2
1883,5
1884,3
1885,2
1886,2
1887,3
1888,2
1889,3
1890,2
1891,4
1892,2
1893,0
1894,3
1895,4
1896,5
1897,4
1898,3
1899,2
1900,4
1901,2
1902,1
1903,0
1904,5
1905,5
1906,2
1907,3
1908,1
1909,1
1910,1
1911,3
1912,0
1913,4
1914,1
1915,5
1916,1
1917,0
1918,1
1919,1
1920,0
1921,3
1922,2
1923,0
1924,3
1925,2
1926,1
1927,3
1928,4
1929,3
1930,2
1931,2
1932,0
1933,1
1934,0
1935,5
1936,1
1937,4
1938,1
1939,5
1940,5
1941,1
1942,5
1943,1
1944,5
1945,3
1946,3
1947,3
1948,0
1949,5
1950,4
1951,1
1952,0
1953,5
1954,4
1955,1
1956,0
1957,4
1958,3
1959,5
1960,5
1961,1
1962,4
1963,0
1964,4
1965,4
1966,5
1967,1
1968,3
1969,2
1970,0
1971,2
1972,4
1973,4
1974,4
1975,2
1976,4
1977,5
1978,2
1979,4
1980,2
1981,0
1982,0
1983,5
1984,5
1985,5
1986,2
1987,1
1988,1
1989,4
1990,5
1991,4
1992,1
1993,2
1994,3
1995,4
1996,1
1997,5
1998,5
1999,5
2000,3
2001,3
2002,1
2003,1
2004,3
2005,0
2006,2
2007,1
2008,1
2009,3
2010,5
2011,3
2012,1
2013,1
2014,5
2015,2
2016,3
2017,2
2018,4
2019,3
2020,4
2021,2
2022,0
2023,5
2024,0
2025,3
2026,0
2027,0
2028,1
2029,2
2030,4
2031,4
2032,0
2033,1
2034,1
2035,0
2036,4
2037,2
2038,2
2039,3
2040,3
2041,5
2042,1
2043,3
2044,0
2045,3
2046,3
2047,4
2048,3
2049,5
2050,0
2051,5
2052,0
2053,0
2054,1
2055,1
2056,2
2057,4
2058,0
2059,2
2060,1
2061,0
2062,5
2063,3
2064,5
2065,4
2066,0
2067,3
2068,3
2069,5
2070,0
2071,0
2072,0
2073,1
2074,0
2075,1
2076,3
2077,1
2078,0
2079,0
2080,0
2081,0
2082,4
2083,3
2084,2
2085,5
2086,0
2087,3
2088,4
2089,3
2090,4
2091,0
2092,4
2093,1
2094,0
2095,2
2096,5
2097,0
2098,0
2099,1
2100,0
2101,5
2102,1
2103,1
2104,1
2105,5
2106,4
2107,2
2108,3
2109,0
2110,1
2111,1
2112,2
2113,3
2114,4
2115,0
2116,3
2117,4
2118,3
2119,1
2120,1
2121,0
2122,5
2123,5
2124,3
2125,2
2126,0
2127,4
2128,2
2129,0
2130,2
2131,0
2132,1
2133,2
2134,5
2135,4
2136,0
2137,5
2138,1
2139,2
2140,0
2141,3
2142,1
2143,5
2144,3
2145,3
2146,5
2147,0
2148,1
2149,4
2150,5
2151,2
2152,5
2153,3
2154,3
2155,2
2156,3
2157,2
2158,3
2159,3
2160,5
2161,2
2162,4
2163,0
2164,5
2165,1
2166,0
2167,2
2168,0
2169,4
2170,3
2171,2
2172,2
2173,3
2174,4
2175,3
2176,1
2177,3
2178,3
2179,3
2180,3
2181,2
2182,4
2183,4
2184,0
2185,4
2186,2
2187,4
2188,3
2189,3
2190,5
2191,0
2192,0
2193,4
2194,1
2195,2
2196,5
2197,1
2198,5
2199,5
2200,1
2201,0
2202,1
2203,5
2204,2
2205,1
2206,2
2207,3
2208,1
2209,3
2210,4
2211,1
2212,5
2213,2
2214,2
2215,2
2216,4
2217,2
2218,5
2219,3
2220,0
2221,3
2222,4
2223,5
2224,5
2225,2
2226,2
2227,2
2228,3
2229,0
2230,4
2231,4
2232,4
2233,2
2234,3
2235,3
2236,5
2237,4
2238,5
2239,4
2240,2
2241,3
2242,0
2243,0
2244,3
2245,0
2246,2
2247,3
2248,5
2249,2
2250,3
2251,2
2252,3
2253,2
2254,5
2255,2
2256,5
2257,3
2258,0
2259,2
2260,1
2261,3
2262,2
2263,1
2264,5
2265,1
2266,4
2267,0
2268,5
2269,4
2270,1
2271,2
2272,4
2273,3
2274,2
2275,4
2276,1
2277,4
2278,4
2279,5
2280,0
2281,1
2282,3
2283,2
2284,4
2285,0
2286,1
2287,0
2288,1
2289,3
2290,1
2291,2
2292,1
2293,2
2294,3
2295,3
2296,2
2297,1
2298,1
2299,2
2300,5
2301,4
2302,5
2303,5
2304,2
2305,5
2306,1
2307,0
2308,0
2309,1
2310,1
2311,3
2312,1
2313,1
2314,2
2315,2
2316,2
2317,4
2318,0
2319,1
2320,3
2321,3
2322,1
2323,4
2324,1
2325,4
2326,3
2327,4
2328,4
2329,0
2330,1
2331,3
2332,3
2333,1
2334,0
2335,1
2336,5
2337,4
2338,5
2339,3
2340,3
2341,3
2342,5
2343,2
2344,1
2345,5
2346,2
2347,1
2348,4
2349,4
2350,4
2351,4
2352,0
2353,4
2354,1
2355,4
2356,0
2357,3
2358,4
2359,2
2360,2
2361,1
2362,0
2363,3
2364,4
2365,1
2366,2
2367,2
2368,0
2369,5
2370,1
2371,4
2372,5
2373,0
2374,4
2375,2
2376,1
2377,0
2378,3
2379,1
2380,2
2381,0
2382,1
2383,2
2384,0
2385,5
2386,3
2387,4
2388,4
2389,1
2390,0
2391,0
2392,1
2393,1
2394,4
2395,1
2396,5
2397,1
2398,2
2399,3
2400,4
2401,5
2402,2
2403,3
2404,2
2405,0
2406,5
2407,2
2408,5
2409,1
2410,1
2411,5
2412,0
2413,0
2414,0
2415,2
2416,0
2417,4
2418,0
2419,2
2420,4
2421,5
2422,2
2423,1
2424,4
2425,4
2426,3
2427,4
2428,0
2429,0
2430,0
2431,1
2432,5
2433,2
2434,1
2435,0
2436,4
2437,3
2438,3
2439,2
2440,2
2441,2
2442,1
2443,0
2444,4
2445,1
2446,1
2447,2
2448,5
2449,5
2450,2
2451,3
2452,3
2453,1
2454,0
2455,4
2456,0
2457,4
2458,2
2459,4
2460,1
2461,2
2462,2
2463,4
2464,1
2465,0
2466,0
2467,2
2468,2
2469,5
2470,5
2471,4
2472,1
2473,2
2474,2
2475,5
2476,1
2477,2
2478,3
2479,3
2480,5
2481,2
2482,1
2483,5
2484,3
2485,1
2486,3
2487,4
2488,0
2489,1
2490,0
2491,4
2492,2
2493,3
2494,2
2495,2
2496,4
2497,0
2498,5
2499,0
2500,3
2501,5
2502,5
2503,0
2504,5
2505,3
2506,0
2507,2
2508,4
2509,0
2510,1
2511,5
2512,3
2513,4
2514,4
2515,1
2516,0
2517,2
2518,1
2519,1
2520,5
2521,3
2522,1
2523,2
2524,0
2525,5
2526,5
2527,4
2528,3
2529,4
2530,1
2531,3
2532,3
2533,1
2534,3
2535,3
2536,4
2537,1
2538,1
2539,5
2540,1
2541,3
2542,0
2543,0
2544,4
2545,0
2546,3
2547,4
2548,0
2549,5
2550,1
2551,0
2552,2
2553,0
2554,5
2555,4
2556,4
2557,1
2558,5
2559,4
2560,4
2561,0
2562,2
2563,3
2564,1
2565,4
2566,2
2567,2
2568,5
2569,0
2570,2
2571,1
2572,0
2573,4
2574,2
2575,0
2576,4
2577,0
2578,1
2579,4
2580,0
2581,4
2582,4
2583,4
2584,5
2585,4
2586,1
2587,2
2588,1
2589,5
2590,1
2591,2
2592,3
2593,4
2594,4
2595,2
2596,0
2597,1
2598,1
2599,0
2600,1
2601,3
2602,1
2603,0
2604,4
2605,4
2606,0
2607,1
2608,2
2609,2
2610,2
2611,2
2612,4
2613,3
2614,4
2615,5
2616,2
2617,3
2618,1
2619,2
2620,0
2621,0
2622,4
2623,2
2624,1
2625,1
2626,0
2627,4
2628,5
2629,0
2630,3
2631,4
2632,2
2633,5
2634,1
2635,3
2636,3
2637,4
2638,2
2639,2
2640,4
2641,0
2642,2
2643,2
2644,1
2645,1
2646,2
2647,1
2648,1
2649,3
2650,0
2651,2
2652,4
2653,0
2654,1
2655,4
2656,0
2657,0
2658,5
2659,3
2660,5
2661,5
2662,1
2663,5
2664,1
2665,0
2666,3
2667,0
2668,0
2669,2
2670,5
2671,5
2672,1
2673,4
2674,1
2675,4
2676,4
2677,4
2678,4
2679,3
2680,3
2681,1
2682,1
2683,5
2684,3
2685,1
2686,0
2687,0
2688,5
2689,0
2690,0
2691,0
2692,0
2693,3
2694,3
2695,0
2696,3
2697,5
2698,1
2699,0
2700,0
2701,5
2702,3
2703,0
2704,2
2705,3
2706,0
2707,1
2708,2
2709,0
2710,2
2711,4
2712,0
2713,2
2714,4
2715,1
2716,0
2717,5
2718,0
2719,3
2720,0
2721,4
2722,0
2723,1
2724,1
2725,3
2726,1
2727,1
2728,2
2729,4
2730,3
2731,4
2732,3
2733,3
2734,2
2735,1
2736,0
2737,2
2738,4
2739,2
2740,0
2741,2
2742,4
2743,3
2744,1
2745,2
2746,2
2747,1
2748,5
2749,0
2750,1
2751,0
2752,4
2753,3
2754,4
2755,5
2756,4
2757,0
2758,2
2759,5
2760,1
2761,5
2762,0
2763,5
2764,2
2765,3
2766,2
2767,4
2768,5
2769,3
2770,0
2771,2
2772,5
2773,4
2774,5
2775,0
2776,3
2777,0
2778,1
2779,4
2780,2
2781,0
2782,1
2783,1
2784,3
2785,5
2786,1
2787,3
2788,5
2789,5
2790,0
2791,3
2792,1
2793,1
2794,5
2795,3
2796,4
2797,1
2798,5
2799,3
2800,0
2801,0
2802,3
2803,0
2804,0
2805,3
2806,3
2807,3
2808,5
2809,0
2810,1
2811,4
2812,3
2813,1
2814,4
2815,4
2816,4
2817,4
2818,4
2819,1
2820,1
2821,0
2822,0
2823,5
2824,5
2825,1
2826,1
2827,5
2828,3
2829,3
2830,1
2831,4
2832,2
2833,3
2834,3
2835,5
2836,1
2837,4
2838,4
2839,5
2840,1
2841,3
2842,4
2843,0
2844,5
2845,3
2846,5
2847,2
2848,1
2849,2
2850,3
2851,0
2852,4
2853,2
2854,2
2855,4
2856,0
2857,0
2858,0
2859,2
2860,4
2861,0
2862,3
2863,1
2864,5
2865,2
2866,3
2867,5
2868,3
2869,5
2870,1
2871,4
2872,3
2873,5
2874,1
2875,1
2876,0
2877,0
2878,0
2879,2
2880,5
2881,1
2882,1
2883,5
2884,0
2885,1
2886,4
2887,0
2888,1
2889,5
2890,3
2891,2
2892,4
2893,0
2894,0
2895,1
2896,1
2897,4
2898,3
2899,2
2900,4
2901,3
2902,3
2903,0
2904,1
2905,3
2906,5
2907,0
2908,1
2909,0
2910,2
2911,4
2912,5
2913,2
2914,2
2915,3
2916,5
2917,2
2918,3
2919,4
2920,3
2921,5
2922,5
2923,3
2924,2
2925,5
2926,3
2927,4
2928,2
2929,2
2930,5
2931,3
2932,1
2933,4
2934,3
2935,0
2936,0
2937,0
2938,5
2939,2
2940,3
2941,5
2942,4
2943,0
2944,0
2945,0
2946,3
2947,5
2948,5
2949,3
2950,3
2951,0
2952,0
2953,2
2954,5
2955,0
2956,5
2957,5
2958,0
2959,1
2960,3
2961,3
2962,0
2963,2
2964,1
2965,0
2966,3
2967,5
2968,2
2969,2
2970,2
2971,0
2972,3
2973,1
2974,2
2975,0
2976,1
2977,1
2978,1
2979,2
2980,5
2981,4
2982,5
2983,2
2984,3
2985,4
2986,2
2987,2
2988,5
2989,0
2990,4
2991,2
2992,2
2993,0
2994,2
2995,0
2996,0
2997,1
